session_title,session_abbreviation,session_type,session_topic,session_date,session_time_start,session_time_end,session_location,session_details,session_chair,abstract_title,abstract_time_start,abstract_time_end,authors,abstract_status,abstract_sort_order
Star Formation Poster Session,346,Poster Session,,07-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Herschel+Hubble Observations of a Multiply-Lensed Sub-millimeter Galaxy at z~3,5:30 PM,6:30 PM,H. Nayyeri*; A. R. Cooray; J. B. Calanog; D. A. Riechers; D. T. Frayer,Sessioned,2
Star Formation Poster Session,346,Poster Session,,07-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Star Clusters in Early-Type Galaxies,5:30 PM,6:30 PM,S. D. Vetens*; A. F. Crocker,Sessioned,3
Star Formation Poster Session,346,Poster Session,,07-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Runaway Stars as a Possible Source of the Elliptical Ring Structure in NGC 7538,5:30 PM,6:30 PM,J. Arakawa*; C. Fallscheer; J. Di Francesco,Sessioned,4
Star Formation Poster Session,346,Poster Session,,07-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,The Circumnuclear Starburst Ring in NGC 1097,5:30 PM,6:30 PM,B. Thackeray-Lacko*; S. Stierwalt; K. Sheth,Sessioned,5
Star Formation Poster Session,346,Poster Session,,07-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Star Formation and Dense Gas in Galaxy Mergers from the VIXENS Survey,5:30 PM,6:30 PM,A. L. Heiderman*,Sessioned,6
Star Formation Poster Session,346,Poster Session,,07-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Narrow-band Imaging of Massive Star-Forming Regions: Tracing Outflows and the Rate of Star-Formation,5:30 PM,6:30 PM,K. Hall*; S. Willis; J. L. Hora,Sessioned,7
Star Formation Poster Session,346,Poster Session,,07-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Connecting the Dense Gas and Young Stars in the CARMA Large Area Star Formation Survey,5:30 PM,6:30 PM,L. G. Mundy*; S. Storm; L. Looney; K. I. Lee; M. Fernandez Lopez; E. C. Ostriker; C. Chen,Sessioned,8
Star Formation Poster Session,346,Poster Session,,07-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Star Formation Rate in The Solar Neighborhood and Beyond,5:30 PM,6:30 PM,B. Kayitesi*; A. L. Heiderman,Sessioned,9
Star Formation Poster Session,346,Poster Session,,07-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Census of High- and Medium-mass Protostars (CHaMP) Survey: Continuum Emission Parameter Maps and Protostellar Clump Evolution,5:30 PM,6:30 PM,R. Pitts*; P. J. Barnes,Sessioned,10
Star Formation Poster Session,346,Poster Session,,07-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,A Survey For Embedded Clusters in the Large Magellanic Cloud,5:30 PM,6:30 PM,K. Romita*; E. A. Lada; M. Cioni,Sessioned,11
Star Formation Poster Session,346,Poster Session,,07-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,"Comparing Herschel dust emission structures, magnetic fields observed by Planck, and dynamics: high-latitude star forming cloud L1642",5:30 PM,6:30 PM,J. Malinen*,Sessioned,12
Star Formation Poster Session,346,Poster Session,,07-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Bondi-like Accretion in Magnetized Supersonic Isothermal Turbulence,5:30 PM,6:30 PM,K. J. Burleigh*; C. F. McKee; R. I. Klein,Sessioned,13
Star Formation Poster Session,346,Poster Session,,07-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Using synthetic observations to constrain the properties of magnetic fields in protostellar cores,5:30 PM,6:30 PM,J. Lee*; C. L. Hull; S. Offner,Sessioned,14
Star Formation Poster Session,346,Poster Session,,07-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,The Spatial Distribution of Large and Small Dust Grains in Transitional Disks,5:30 PM,6:30 PM,E. Gutierrez*; L. M. Perez,Sessioned,15
"The Milky Way, The Galactic Center Poster Session",341,Poster Session,,07-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Understanding the Formation of Young Stars in the Central 0.5 pc of the Galaxy: Methods for Extending the IMF to 16 mag,5:30 PM,6:30 PM,H. Lewis*; A. M. Ghez; T. Do; S. Chappell; J. R. Lu,Sessioned,1
"The Milky Way, The Galactic Center Poster Session",341,Poster Session,,07-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Studying Star Formation in the Central Molecular Zone using 22 GHz Water and 6.7 GHz Methanol Masers,5:30 PM,6:30 PM,M. Rickert*; F. Yusef-Zadeh; J. Ott; D. S. Meier,Sessioned,2
"The Milky Way, The Galactic Center Poster Session",341,Poster Session,,07-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Hidden Star Formation in High-Velocity Gas Clouds in Clump 2 near the Edge of the CMZ,5:30 PM,6:30 PM,V. Tolls*; H. A. Smith; A. A. Stark; C. L. Martin,Sessioned,3
"The Milky Way, The Galactic Center Poster Session",341,Poster Session,,07-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Using Formaldehyde to Create High Resolution Temperature Maps of CMZ Clouds,5:30 PM,6:30 PM,J. Castaño*,Sessioned,4
"The Milky Way, The Galactic Center Poster Session",341,Poster Session,,07-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,GBT Search for HI Clouds Tracing the Nuclear Wind of the Milky Way,5:30 PM,6:30 PM,K. C. Harrington*; F. J. Lockman; N. M. McClure-Griffiths; A. Ford; R. Endsley,Sessioned,5
"The Milky Way, The Galactic Center Poster Session",341,Poster Session,,07-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Widespread Hot Ammonia in the Central Kiloparsec of the Milky Way,5:30 PM,6:30 PM,T. Candelaria*; E. Mills; D. S. Meier; J. Ott; J. G. Mangum; K. Menten; P. Schilke; C. Henkel; J. Black,Sessioned,6
"The Milky Way, The Galactic Center Poster Session",341,Poster Session,,07-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,First Results from the SMA Legacy Survey of the Central Molecular Zone,5:30 PM,6:30 PM,C. Battersby*,Sessioned,8
"The Milky Way, The Galactic Center Poster Session",341,Poster Session,,07-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Estimating Circumnuclear Disk temperatures using ALMA data,5:30 PM,6:30 PM,K. Gima*; E. A. Mills; V. A. Rosero; H. B. Liu; N. Harada; M. A. Requena Torres; M. Morris; D. Riquelme ; J. Zhao; L. Moser; S. Martin; P. T. Ho; A. Ginsburg; M. Wardle; R. Guesten,Sessioned,9
"The Milky Way, The Galactic Center Poster Session",341,Poster Session,,07-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,De-cloaking the Galactic Center,5:30 PM,6:30 PM,R. D. Stelter*; S. S. Eikenberry,Sessioned,10
"The Milky Way, The Galactic Center Poster Session",341,Poster Session,,07-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,"Tracing the Galactic Center using Bremsstrahlung, Synchrotron, and Thermal Emission",5:30 PM,6:30 PM,J. Gonzalez Quiles*; E. Dwek; J. Staguhn; R. G. Arendt,Sessioned,11
"The Milky Way, The Galactic Center Poster Session",341,Poster Session,,07-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Orbital kinematics of edge-on bars with and without supermassive black holes,5:30 PM,6:30 PM,C. Abbott*; M. Valluri; J. Shen; V. P. Debattista,Sessioned,12
"The Milky Way, The Galactic Center Poster Session",341,Poster Session,,07-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,The Monte Carlo Milky Way: reverse engineering the dense gas structure of the Galaxy with ATLASGAL,5:30 PM,6:30 PM,C. C. Figura*; J. S. Urquhart,Sessioned,13
"The Milky Way, The Galactic Center Poster Session",341,Poster Session,,07-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Probing Metallicity across the Milky Way Disk with the VLA,5:30 PM,6:30 PM,J. Barnes*; D. S. Balser; T. Wenger,Sessioned,14
"The Milky Way, The Galactic Center Poster Session",341,Poster Session,,07-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Extreme Runaway Dwarf Carbon Stars,5:30 PM,6:30 PM,K. A. Plant*; B. H. Margon; P. Guhathakurta; G. P. Laughlin; J. A. Munn,Sessioned,15
"The Milky Way, The Galactic Center Poster Session",341,Poster Session,,07-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Carbon Abundance Plateaus among Carbon-Enhanced Metal-Poor Stars,5:30 PM,6:30 PM,J. Yoon*; S. He; V. Placco; D. Carollo; T. C. Beers,Sessioned,16
"The Milky Way, The Galactic Center Poster Session",341,Poster Session,,07-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Preliminary Results of Detailed Chemical Abundance Analysis of Milky Way Satellite Galaxy Reticulum II Discovered in the Dark Energy Survey,5:30 PM,6:30 PM,D. Nagasawa*; J. L. Marshall; T. Li,Sessioned,17
"The Milky Way, The Galactic Center Poster Session",341,Poster Session,,07-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Uncovering debris in the Milky Way,5:30 PM,6:30 PM,G. R. Ruchti*; J. Read,Sessioned,18
"The Milky Way, The Galactic Center Poster Session",341,Poster Session,,07-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Using A New Model for Main Sequence Turnoff Absolute Magnitudes to Measure Stellar Streams in the Milky Way Halo,5:30 PM,6:30 PM,J. Weiss*; H. J. Newberg; M. Arsenault; T. Bechtel; T. Desell; M. Newby; J. M. Thompson,Sessioned,19
"The Milky Way, The Galactic Center Poster Session",341,Poster Session,,07-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Inferring the Gravitational Potential of the Milky Way,5:30 PM,6:30 PM,C. Chu*; Y. Lithwick; F. Antonini,Sessioned,20
The REsolved Spectroscopy Of a Local VolumE (RESOLVE) Survey and its Environmental COntext (ECO) Poster Session,333,Poster Session,,07-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,"Chair: Sheila Kannappan, sheila@physics.unc.edu, Univ. of North Carolina",Exploring the Origin of HI Profile Asymmetries in the RESOLVE Survey,5:30 PM,6:30 PM,D. Stark*; S. Kannappan; K. D. Eckert; K. Hall; M. P. Haynes; J. Burchett; D. J. Pisano,Sessioned,1
The REsolved Spectroscopy Of a Local VolumE (RESOLVE) Survey and its Environmental COntext (ECO) Poster Session,333,Poster Session,,07-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,"Chair: Sheila Kannappan, sheila@physics.unc.edu, Univ. of North Carolina",Probing Cosmic Gas Accretion with RESOLVE and ECO,5:30 PM,6:30 PM,S. Kannappan*; K. D. Eckert; D. Stark; C. Lagos; Z. Nasipak; A. J. Moffett; A. Baker; A. A. Berlind; E. A. Hoversten; M. A. Norris,Sessioned,2
The REsolved Spectroscopy Of a Local VolumE (RESOLVE) Survey and its Environmental COntext (ECO) Poster Session,333,Poster Session,,07-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,"Chair: Sheila Kannappan, sheila@physics.unc.edu, Univ. of North Carolina",Detailed Analysis of Starburst and AGN Activity in Blue E/S0 Galaxies in RESOLVE,5:30 PM,6:30 PM,A. Bittner*; E. M. Snyder; S. Kannappan; D. J. Norman; M. A. Norris; A. J. Moffett; E. A. Hoversten; D. Stark,Sessioned,3
The REsolved Spectroscopy Of a Local VolumE (RESOLVE) Survey and its Environmental COntext (ECO) Poster Session,333,Poster Session,,07-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,"Chair: Sheila Kannappan, sheila@physics.unc.edu, Univ. of North Carolina",Status of The Dynamical Census of Galaxies and Groups in the RESOLVE Survey,5:30 PM,6:30 PM,K. D. Eckert*; S. Kannappan; K. Hall; A. J. Moffett; M. A. Norris; D. Stark; E. A. Hoversten; E. M. Snyder; A. Bittner; D. J. Norman; E. Naluminsa; S. Crawford; P. Vaisanen; A. Baker; A. A. Berlind; D. Rosenberg; R. W. Beauchemin; C. Bonfield,Sessioned,4
The REsolved Spectroscopy Of a Local VolumE (RESOLVE) Survey and its Environmental COntext (ECO) Poster Session,333,Poster Session,,07-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,"Chair: Sheila Kannappan, sheila@physics.unc.edu, Univ. of North Carolina",Simulating Compact Elliptical Galaxy Formation by Tidal Stripping for Comparison to the RESOLVE Survey,5:30 PM,6:30 PM,C. Ray*; E. M. Snyder; S. Kannappan; M. Sinha,Sessioned,5
TMT Thermal IR Science & Instrumentation Workshop,,Splinter Meeting,,07-Jan-2016,5:30 PM,7:30 PM,St. George 108 (Gaylord Palms Resort and Convention Center),,"Organizer: Christopher Packham, chris.packham@utsa.edu, University of Texas at San Antonio",,,,,,
Star Party,,Public Event,,07-Jan-2016,6:00 PM,10:00 PM,Transportation Loop Adjacent to Exhibit Hall F,,"Organizer: Jason Kendall, kendallj@wpunj.edu, William Paterson University",,,,,,
LSST Town Hall,332,Town Hall,,07-Jan-2016,6:30 PM,7:30 PM,Sun D (Gaylord Palms Resort and Convention Center),,,,,,,,
NRAO Town Hall,331,Town Hall,,07-Jan-2016,6:30 PM,8:30 PM,Sun A (Gaylord Palms Resort and Convention Center),,"Organizer: Mark Adams, mtadams@nrao.edu, NRAO;Chair: Anthony Beasley, tbeasley@nrao.edu, National Radio Astronomy Observatory",,,,,,
Session Chair Breakfast,,Invitation-Only Event,,08-Jan-2016,8:00 AM,8:30 AM,St. George 104 (Gaylord Palms Resort and Convention Center),,,,,,,,
"2015 Helen B. Warner Prize: Origins of Structure in Planetary Systems, Ruth Murray-Clay (University of California)",400,Plenary Session,,08-Jan-2016,8:30 AM,9:20 AM,Osceola C (Gaylord Palms Resort and Convention Center),,"Chair: C. Urry, meg.urry@yale.edu, Yale University",Origins of Structure in Planetary Systems,8:30 AM,9:20 AM,R. Murray-Clay*,Sessioned,1
Light Pollution at Campus/University Observatories,,Splinter Meeting,,08-Jan-2016,9:30 AM,11:30 AM,Orange Blossom Ballroom (Gaylord Palms Resort and Convention Center),,"Organizer: Constance Walker, cwalker@noao.edu, NOAO",,,,,,
"AGN, QSO, Blazars: Gamma Ray and Cosmic Ray Sources",403,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Sun C (Gaylord Palms Resort and Convention Center),,"Chair: Jeremy Perkins, jeremy.s.perkins@nasa.gov, NASA/GSFC",Methods for Identifying Pair Halos,10:00 AM,10:10 AM,B. Wells*; R. Caputo; W. Atwood; S. M. Ritz,Sessioned,1
"AGN, QSO, Blazars: Gamma Ray and Cosmic Ray Sources",403,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Sun C (Gaylord Palms Resort and Convention Center),,"Chair: Jeremy Perkins, jeremy.s.perkins@nasa.gov, NASA/GSFC",Evidence for quasi-periodic modulation in the gamma-ray blazar PG 1553+113,10:10 AM,10:20 AM,S. Cutini*; S. Ciprini; S. Larsson; D. J. Thompson; A. Stamerra,Sessioned,2
"AGN, QSO, Blazars: Gamma Ray and Cosmic Ray Sources",403,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Sun C (Gaylord Palms Resort and Convention Center),,"Chair: Jeremy Perkins, jeremy.s.perkins@nasa.gov, NASA/GSFC",Multi-Timescale Variability in Gamma-ray Blazars,10:20 AM,10:30 AM,S. Larsson*; S. Buson; L. Fuhrmann,withdrawn,3
"AGN, QSO, Blazars: Gamma Ray and Cosmic Ray Sources",403,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Sun C (Gaylord Palms Resort and Convention Center),,"Chair: Jeremy Perkins, jeremy.s.perkins@nasa.gov, NASA/GSFC",2FHL: The second Catalog of Hard Fermi-LAT Sources,10:30 AM,10:40 AM,M. Ajello*; A. Dominguez; J. Cohen; S. Cutini; D. Gasparrini,Sessioned,4
"AGN, QSO, Blazars: Gamma Ray and Cosmic Ray Sources",403,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Sun C (Gaylord Palms Resort and Convention Center),,"Chair: Jeremy Perkins, jeremy.s.perkins@nasa.gov, NASA/GSFC",Pushing the Limits: High Redshift Fermi-LAT Blazars,10:40 AM,10:50 AM,R. Ojha*; D. Gasparrini; B. Lott; S. Cutini,Sessioned,5
"AGN, QSO, Blazars: Gamma Ray and Cosmic Ray Sources",403,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Sun C (Gaylord Palms Resort and Convention Center),,"Chair: Jeremy Perkins, jeremy.s.perkins@nasa.gov, NASA/GSFC",Highlights from the VERITAS Active Galactic Nuclei Observing Program,10:50 AM,11:00 AM,L. Fortson*,Sessioned,6
"AGN, QSO, Blazars: Gamma Ray and Cosmic Ray Sources",403,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Sun C (Gaylord Palms Resort and Convention Center),,"Chair: Jeremy Perkins, jeremy.s.perkins@nasa.gov, NASA/GSFC",PKS 1441+25: Insights from a New Gamma-ray Quasar,11:00 AM,11:10 AM,C. Johnson*,Sessioned,7
"AGN, QSO, Blazars: Gamma Ray and Cosmic Ray Sources",403,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Sun C (Gaylord Palms Resort and Convention Center),,"Chair: Jeremy Perkins, jeremy.s.perkins@nasa.gov, NASA/GSFC",Spectacular variability of gamma-ray emission in blazar 3C279 during the large outburst in June 2015,11:10 AM,11:20 AM,G. M. Madejski*; M. Hayashida; K. Asano; D. J. Thompson; K. Nalewajko; M. Sikora,Sessioned,8
"AGN, QSO, Blazars: Gamma Ray and Cosmic Ray Sources",403,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Sun C (Gaylord Palms Resort and Convention Center),,"Chair: Jeremy Perkins, jeremy.s.perkins@nasa.gov, NASA/GSFC",Ultra-High Energy Cosmic Rays,11:20 AM,11:30 AM,R. A. Colon*; R. Moncada; J. Guerra; L. Anchordoqui,Sessioned,9
Beyond the Academy: Showcasing Astronomy Alumni in Non-Academic Careers,413,Special Session,,08-Jan-2016,10:00 AM,11:30 AM,Osceola 4 (Gaylord Palms Resort and Convention Center),,"Organizer: Kelly Holley-Bockelmann, k.holley@vanderbilt.edu, Vanderbilt University",Astronomers as Software Developers,10:00 AM,10:25 AM,R. A. Pildis*,Sessioned,1
Beyond the Academy: Showcasing Astronomy Alumni in Non-Academic Careers,413,Special Session,,08-Jan-2016,10:00 AM,11:30 AM,Osceola 4 (Gaylord Palms Resort and Convention Center),,"Organizer: Kelly Holley-Bockelmann, k.holley@vanderbilt.edu, Vanderbilt University",Entrepreneurship: Trust that the dots will connect,10:25 AM,10:50 AM,T. Pan*,Sessioned,2
Beyond the Academy: Showcasing Astronomy Alumni in Non-Academic Careers,413,Special Session,,08-Jan-2016,10:00 AM,11:30 AM,Osceola 4 (Gaylord Palms Resort and Convention Center),,"Organizer: Kelly Holley-Bockelmann, k.holley@vanderbilt.edu, Vanderbilt University","Coffee, Black Holes, Editors, and Beer: The Science-Writing Life",10:50 AM,11:15 AM,M. R. Francis*,Sessioned,3
"Binary Stellar Systems, X-ray Binaries II",402,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Sun B (Gaylord Palms Resort and Convention Center),,"Chair: Constantinos Kalapotharakos, constantinos.kalapotharakos@nasa.gov, NASA, Goddard Space Flight Center","Young, Low-Mass Spectroscopic Binaries in Nearby Moving Groups",10:00 AM,10:10 AM,L. Flagg*; E. L. Shkolnik; A. J. Weinberger; B. P. Bowler; A. L. Kraus; M. C. Liu,Sessioned,1
"Binary Stellar Systems, X-ray Binaries II",402,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Sun B (Gaylord Palms Resort and Convention Center),,"Chair: Constantinos Kalapotharakos, constantinos.kalapotharakos@nasa.gov, NASA, Goddard Space Flight Center",Variability of Optical Counterparts to X-ray Selected Sources in the Galactic Bulge Survey,10:10 AM,10:30 AM,C. Johnson*; R. I. Hynes; P. Jonker; M. Torres; T. J. Maccarone; C. Britt; D. Steeghs,Sessioned,2
"Binary Stellar Systems, X-ray Binaries II",402,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Sun B (Gaylord Palms Resort and Convention Center),,"Chair: Constantinos Kalapotharakos, constantinos.kalapotharakos@nasa.gov, NASA, Goddard Space Flight Center",Is the Binary Mass Ratio Distribution Separation-Dependent?,10:30 AM,10:50 AM,K. Gullikson*; A. L. Kraus,Sessioned,3
"Binary Stellar Systems, X-ray Binaries II",402,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Sun B (Gaylord Palms Resort and Convention Center),,"Chair: Constantinos Kalapotharakos, constantinos.kalapotharakos@nasa.gov, NASA, Goddard Space Flight Center",Radial velocity monitoring of Kepler heartbeat stars with Keck/HIRES,10:50 AM,11:00 AM,A. Shporer*; J. Fuller; K. Hambleton; S. Mullally; H. T. Isaacson; A. Howard; D. Kurtz; M. Zimmerman,Sessioned,4
"Binary Stellar Systems, X-ray Binaries II",402,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Sun B (Gaylord Palms Resort and Convention Center),,"Chair: Constantinos Kalapotharakos, constantinos.kalapotharakos@nasa.gov, NASA, Goddard Space Flight Center",Fundamental Parameters of Eclipsing Binaries in the Kepler Field of View,11:00 AM,11:20 AM,R. A. Matson*,Sessioned,5
"Binary Stellar Systems, X-ray Binaries II",402,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Sun B (Gaylord Palms Resort and Convention Center),,"Chair: Constantinos Kalapotharakos, constantinos.kalapotharakos@nasa.gov, NASA, Goddard Space Flight Center",The Supernova Impostor SN 2010da,11:20 AM,11:30 AM,B. A. Binder*; B. F. Williams; A. K. Kong; P. P. Plucinsky; T. J. Gaetz; E. D. Skillman; A. E. Dolphin,Sessioned,6
"Cosmology, CMB, and Dark Matter III",407,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Miami (Gaylord Palms Resort and Convention Center),,"Chair: Puragra Guhathakurta, raja@ucolick.org, UC, Santa Cruz",Probing B-mode foregrounds using estimators of isotropy violation,10:00 AM,10:10 AM,A. Rotti*; K. Huffenberger,Sessioned,1
"Cosmology, CMB, and Dark Matter III",407,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Miami (Gaylord Palms Resort and Convention Center),,"Chair: Puragra Guhathakurta, raja@ucolick.org, UC, Santa Cruz",The Scale-Dependence of Halo Assembly Bias,10:10 AM,10:30 AM,T. Sunayama*; A. Hearin; N. Padmanabhan; A. Leauthaud,Sessioned,2
"Cosmology, CMB, and Dark Matter III",407,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Miami (Gaylord Palms Resort and Convention Center),,"Chair: Puragra Guhathakurta, raja@ucolick.org, UC, Santa Cruz",Fisher Matrix Optimization of Cosmic Microwave Background Interferometry,10:30 AM,10:40 AM,H. Liu*; E. F. Bunn,Sessioned,3
"Cosmology, CMB, and Dark Matter III",407,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Miami (Gaylord Palms Resort and Convention Center),,"Chair: Puragra Guhathakurta, raja@ucolick.org, UC, Santa Cruz",Associations between small-scale structure in the GALFA survey data of HI in the galactic disk and similar features in the Cosmic Microwave Background observed by PLANCK,10:40 AM,10:50 AM,G. L. Verschuur*,Sessioned,4
"Cosmology, CMB, and Dark Matter III",407,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Miami (Gaylord Palms Resort and Convention Center),,"Chair: Puragra Guhathakurta, raja@ucolick.org, UC, Santa Cruz",Gravitational Lensing Science with the Atacama Cosmology Telescope Polarization Survey,10:50 AM,11:00 AM,A. Van Englen*,Sessioned,5
"Cosmology, CMB, and Dark Matter III",407,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Miami (Gaylord Palms Resort and Convention Center),,"Chair: Puragra Guhathakurta, raja@ucolick.org, UC, Santa Cruz",Polarization predictions for cosmological models with large-scale power modulation,11:00 AM,11:10 AM,E. F. Bunn*; Q. Xue,Sessioned,6
"Cosmology, CMB, and Dark Matter III",407,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Miami (Gaylord Palms Resort and Convention Center),,"Chair: Puragra Guhathakurta, raja@ucolick.org, UC, Santa Cruz",Diffuse gamma-ray emission modeling near the Galactic Center and the 3 GeV excess,11:10 AM,11:20 AM,A. Albert*,Sessioned,7
"Cosmology, CMB, and Dark Matter III",407,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Miami (Gaylord Palms Resort and Convention Center),,"Chair: Puragra Guhathakurta, raja@ucolick.org, UC, Santa Cruz",Eliminating the optical depth nuisance from the CMB with 21cm cosmology,11:20 AM,11:30 AM,A. Liu*; J. R. Pritchard; R. Allison; A. Parsons; U. Seljak; B. Sherwin,Sessioned,8
"Extrasolar Planets: Hosts, Interactions, Formation, and Interiors",406,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Osceola B (Gaylord Palms Resort and Convention Center),,"Chair: Erika Nesvold, enesvold@carnegiescience.edu, Department of Terrestrial Magnetism, Carnigie Institution of Washington",How Many Exoplanets Does it Take to Constrain the Origin of Mercury?,10:00 AM,10:10 AM,L. Rogers*,Sessioned,1
"Extrasolar Planets: Hosts, Interactions, Formation, and Interiors",406,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Osceola B (Gaylord Palms Resort and Convention Center),,"Chair: Erika Nesvold, enesvold@carnegiescience.edu, Department of Terrestrial Magnetism, Carnigie Institution of Washington",A variable polytrope index applied to planet and material models,10:10 AM,10:20 AM,K. Thielen*; S. Weppner; A. Zielinski,Sessioned,2
"Extrasolar Planets: Hosts, Interactions, Formation, and Interiors",406,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Osceola B (Gaylord Palms Resort and Convention Center),,"Chair: Erika Nesvold, enesvold@carnegiescience.edu, Department of Terrestrial Magnetism, Carnigie Institution of Washington",How Giant Planets Shape the Characteristics of Terrestrial Planets,10:20 AM,10:30 AM,T. Barclay*; E. V. Quintana,Sessioned,3
"Extrasolar Planets: Hosts, Interactions, Formation, and Interiors",406,Oral Session,,08-Jan-2016,10:00 AM,11:30 AM,Osceola B (Gaylord Palms Resort and Convention Center),,"Chair: Erika Nesvold, enesvold@carnegiescience.edu, Department of Terrestrial Magnetism, Carnigie Institution of Washington",The Effect of Orbital Configuration on the Possible Climates and Habitability of Kepler-62f,10:30 AM,10:40 AM,A. Shields*; R. Barnes; E. Agol; B. Charnay; C. Bitz; V. Meadows,Sessioned,4
